transaction_id,account_number,amount,transaction_type,description,occurred_at,counterparty_account_number
2809,110456789001,104054,PAYMENT,"통신요금 납부","2025-03-25T13:54:32.160Z",
2810,110456789001,271620,DEPOSIT,"자금 이체","2025-03-26T00:45:51.160Z",
2811,210123987002,413008,TRANSFER,"친구에게 송금","2025-03-26T00:54:14.160Z",550987654321
2812,941566778003,6050,PAYMENT,"카드대금 결제","2025-03-26T01:47:24.160Z",
2813,880334455004,559174,DEPOSIT,"월급 입금","2025-03-26T02:36:04.160Z",
2814,880334455004,3486161,DEPOSIT,"자금 이체","2025-03-26T02:41:55.160Z",
2815,210123987002,233015,TRANSFER,"적금 이체","2025-03-26T03:18:27.160Z",660555444333
2816,941566778003,12100,WITHDRAWAL,"의료비 출금","2025-03-26T03:21:43.160Z",
2817,110456789001,407740,WITHDRAWAL,"교육비 출금","2025-03-26T03:59:02.160Z",
2818,880334455004,475296,DEPOSIT,"배당금 입금","2025-03-26T04:30:12.160Z",
2819,880334455004,1086735,DEPOSIT,"자금 이체","2025-03-26T04:47:11.160Z",
2820,110456789001,139663,WITHDRAWAL,"생활비 출금","2025-03-26T05:39:55.160Z",
2821,110456789001,342576,PAYMENT,"온라인 쇼핑","2025-03-26T08:21:56.160Z",
2822,210123987002,1102527,TRANSFER,"가족 송금","2025-03-26T08:49:35.160Z",330111222333
2823,210123987002,3368514,DEPOSIT,"월급 입금","2025-03-26T09:21:01.160Z",
2824,210123987002,445859,WITHDRAWAL,"의료비 출금","2025-03-26T10:38:10.160Z",
2825,941566778003,6050,PAYMENT,"카드대금 결제","2025-03-26T10:50:03.160Z",
2826,880334455004,69724,DEPOSIT,"보너스 입금","2025-03-26T11:47:43.160Z",
2827,880334455004,2658770,DEPOSIT,"자금 이체","2025-03-26T12:42:49.160Z",
2828,880334455004,3515046,DEPOSIT,"부업 수입","2025-03-26T12:58:44.160Z",
2829,110456789001,328886,DEPOSIT,"부업 수입","2025-03-26T13:52:35.160Z",
2830,210123987002,275461,WITHDRAWAL,"ATM 출금","2025-03-27T00:20:04.160Z",
2831,941566778003,6600,PAYMENT,"통신요금 납부","2025-03-27T01:34:38.160Z",
2832,210123987002,1162445,TRANSFER,"친구에게 송금","2025-03-27T01:38:54.160Z",660555444333
2833,941566778003,13200,WITHDRAWAL,"의료비 출금","2025-03-27T05:24:45.160Z",
2834,210123987002,351355,TRANSFER,"친구에게 송금","2025-03-27T07:46:40.160Z",550987654321
2835,880334455004,2448846,DEPOSIT,"자금 이체","2025-03-27T08:15:15.160Z",
2836,210123987002,498665,DEPOSIT,"부업 수입","2025-03-27T09:04:52.160Z",
2837,880334455004,617908,DEPOSIT,"보너스 입금","2025-03-27T11:08:54.160Z",
2838,210123987002,1982279,DEPOSIT,"월급 입금","2025-03-27T12:09:44.160Z",
2839,880334455004,4276379,DEPOSIT,"배당금 입금","2025-03-28T02:15:30.160Z",
2840,210123987002,65897,TRANSFER,"친구에게 송금","2025-03-28T02:30:06.160Z",330111222333
2841,110456789001,590884,TRANSFER,"친구에게 송금","2025-03-28T04:15:13.160Z",550987654321
2842,110456789001,471208,WITHDRAWAL,"ATM 출금","2025-03-28T06:05:54.160Z",
2843,880334455004,2284208,DEPOSIT,"배당금 입금","2025-03-28T07:37:37.160Z",
2844,941566778003,7150,PAYMENT,"카드대금 결제","2025-03-28T07:55:28.160Z",
2845,880334455004,400629,DEPOSIT,"보너스 입금","2025-03-28T08:03:47.160Z",
2846,110456789001,442960,WITHDRAWAL,"경조사비","2025-03-28T08:35:25.160Z",
2847,210123987002,46198,TRANSFER,"친구에게 송금","2025-03-28T08:44:37.160Z",330111222333
2848,880334455004,434298,DEPOSIT,"월급 입금","2025-03-28T08:45:49.160Z",
2849,941566778003,7150,PAYMENT,"보험료 납부","2025-03-28T08:54:32.160Z",
2850,210123987002,4230891,DEPOSIT,"배당금 입금","2025-03-28T09:10:10.160Z",
2851,941566778003,14300,WITHDRAWAL,"ATM 출금","2025-03-28T09:57:07.160Z",
2852,110456789001,96263,WITHDRAWAL,"경조사비","2025-03-28T10:38:32.160Z",
2853,941566778003,14300,WITHDRAWAL,"의료비 출금","2025-03-28T11:57:05.160Z",
2854,941566778003,14300,WITHDRAWAL,"경조사비","2025-03-28T13:07:11.160Z",
2855,880334455004,3342481,DEPOSIT,"배당금 입금","2025-03-28T13:45:07.160Z",
2856,880334455004,555548,DEPOSIT,"월급 입금","2025-03-29T00:50:40.160Z",
2857,941566778003,12100,WITHDRAWAL,"경조사비","2025-03-29T01:32:39.160Z",
2858,941566778003,12100,WITHDRAWAL,"교육비 출금","2025-03-29T02:26:15.160Z",
2859,110456789001,20065,PAYMENT,"교통비 결제","2025-03-29T02:59:18.160Z",
2860,941566778003,4235,PAYMENT,"통신요금 납부","2025-03-29T03:30:25.160Z",
2861,210123987002,203386,WITHDRAWAL,"교육비 출금","2025-03-29T03:55:35.160Z",
2862,880334455004,2327349,DEPOSIT,"부업 수입","2025-03-29T04:07:02.160Z",
2863,941566778003,4235,PAYMENT,"카드대금 결제","2025-03-29T05:13:48.160Z",
2864,880334455004,3025686,DEPOSIT,"부업 수입","2025-03-29T07:57:18.160Z",
2865,941566778003,12100,WITHDRAWAL,"의료비 출금","2025-03-29T08:22:34.160Z",
2866,941566778003,4235,PAYMENT,"통신요금 납부","2025-03-29T09:07:11.160Z",
2867,880334455004,915074,DEPOSIT,"배당금 입금","2025-03-29T11:16:10.160Z",
2868,880334455004,1040282,DEPOSIT,"부업 수입","2025-03-29T11:31:24.160Z",
2869,110456789001,1034906,DEPOSIT,"월급 입금","2025-03-29T11:40:22.160Z",
2870,210123987002,156500,WITHDRAWAL,"ATM 출금","2025-03-29T11:58:59.160Z",
2871,110456789001,367820,WITHDRAWAL,"ATM 출금","2025-03-29T12:29:18.160Z",
2872,210123987002,679370,TRANSFER,"대출이자 납부","2025-03-29T13:07:56.160Z",330111222333
2873,941566778003,4235,PAYMENT,"교통비 결제","2025-03-29T13:56:47.160Z",
2874,941566778003,7700,WITHDRAWAL,"경조사비","2025-03-30T00:09:34.160Z",
2875,941566778003,7700,WITHDRAWAL,"ATM 출금","2025-03-30T00:48:05.160Z",
2876,880334455004,646882,DEPOSIT,"보너스 입금","2025-03-30T01:44:48.160Z",
2877,110456789001,524619,TRANSFER,"가족 송금","2025-03-30T03:08:37.160Z",550987654321
2878,110456789001,264449,WITHDRAWAL,"의료비 출금","2025-03-30T03:11:37.160Z",
2879,880334455004,822062,DEPOSIT,"배당금 입금","2025-03-30T03:37:36.160Z",
2880,210123987002,358343,TRANSFER,"친구에게 송금","2025-03-30T05:09:30.160Z",770123456789
2881,941566778003,2695,PAYMENT,"식비 결제","2025-03-30T06:20:03.160Z",
2882,880334455004,1656114,DEPOSIT,"배당금 입금","2025-03-30T07:22:58.160Z",
2883,880334455004,703238,DEPOSIT,"자금 이체","2025-03-30T07:52:15.160Z",
2884,110456789001,114887,PAYMENT,"온라인 쇼핑","2025-03-30T08:19:29.160Z",
2885,941566778003,7700,WITHDRAWAL,"의료비 출금","2025-03-30T09:19:39.160Z",
2886,941566778003,7700,WITHDRAWAL,"ATM 출금","2025-03-30T09:21:59.160Z",
2887,880334455004,1601102,DEPOSIT,"보너스 입금","2025-03-30T10:26:28.160Z",
2888,110456789001,1050768,DEPOSIT,"배당금 입금","2025-03-30T11:42:15.160Z",
2889,941566778003,7700,WITHDRAWAL,"교육비 출금","2025-03-30T12:50:59.160Z",
2890,941566778003,2695,PAYMENT,"교통비 결제","2025-03-30T12:57:44.160Z",
2891,880334455004,423695,DEPOSIT,"자금 이체","2025-03-30T13:05:53.160Z",
2892,941566778003,5500,PAYMENT,"온라인 쇼핑","2025-03-31T00:01:35.160Z",
2893,210123987002,750542,TRANSFER,"친구에게 송금","2025-03-31T00:18:48.160Z",330111222333
2894,880334455004,691886,DEPOSIT,"자금 이체","2025-03-31T01:47:00.160Z",
2895,941566778003,11000,WITHDRAWAL,"ATM 출금","2025-03-31T02:13:06.160Z",
2896,210123987002,1427646,DEPOSIT,"보너스 입금","2025-03-31T04:18:52.160Z",
2897,880334455004,1569841,DEPOSIT,"배당금 입금","2025-03-31T04:39:50.160Z",
2898,941566778003,5500,PAYMENT,"온라인 쇼핑","2025-03-31T06:25:32.160Z",
2899,210123987002,750671,TRANSFER,"친구에게 송금","2025-03-31T06:34:07.160Z",330111222333
2900,110456789001,276213,PAYMENT,"온라인 쇼핑","2025-03-31T06:37:58.160Z",
2901,941566778003,11000,WITHDRAWAL,"경조사비","2025-03-31T07:24:12.160Z",
2902,941566778003,11000,WITHDRAWAL,"생활비 출금","2025-03-31T08:50:14.160Z",
2903,941566778003,11000,WITHDRAWAL,"생활비 출금","2025-03-31T11:11:31.160Z",
2904,210123987002,103236,TRANSFER,"대출이자 납부","2025-03-31T12:01:11.160Z",550987654321
2905,110456789001,296580,WITHDRAWAL,"ATM 출금","2025-03-31T12:05:54.160Z",
2906,880334455004,366625,DEPOSIT,"보너스 입금","2025-03-31T12:47:07.160Z",
2907,110456789001,2245547,DEPOSIT,"월급 입금","2025-03-31T13:15:30.160Z",
2908,210123987002,788490,TRANSFER,"월세 이체","2025-04-01T00:29:25.160Z",550987654321
2909,880334455004,1741456,DEPOSIT,"자금 이체","2025-04-01T01:36:54.160Z",
2910,210123987002,412168,WITHDRAWAL,"ATM 출금","2025-04-01T03:47:47.160Z",
2911,880334455004,1268911,DEPOSIT,"보너스 입금","2025-04-01T03:52:02.160Z",
2912,941566778003,11000,WITHDRAWAL,"생활비 출금","2025-04-01T04:22:07.160Z",
2913,110456789001,241207,PAYMENT,"공과금 납부","2025-04-01T04:30:32.160Z",
2914,110456789001,126962,WITHDRAWAL,"경조사비","2025-04-01T04:45:04.160Z",
2915,880334455004,823407,DEPOSIT,"자금 이체","2025-04-01T06:19:13.160Z",
2916,880334455004,2672138,DEPOSIT,"보너스 입금","2025-04-01T06:49:29.160Z",
2917,110456789001,209785,WITHDRAWAL,"경조사비","2025-04-01T06:59:45.160Z",
2918,210123987002,38443,TRANSFER,"친구에게 송금","2025-04-01T07:30:31.160Z",770123456789
2919,941566778003,5500,PAYMENT,"공과금 납부","2025-04-01T07:47:25.160Z",
2920,880334455004,1054343,DEPOSIT,"부업 수입","2025-04-01T08:54:21.160Z",
2921,210123987002,1160911,DEPOSIT,"월급 입금","2025-04-01T09:05:31.160Z",
2922,210123987002,3211011,DEPOSIT,"배당금 입금","2025-04-01T10:08:59.160Z",
2923,110456789001,495493,WITHDRAWAL,"의료비 출금","2025-04-01T11:01:41.160Z",
2924,941566778003,5500,PAYMENT,"통신요금 납부","2025-04-01T11:24:37.160Z",
2925,110456789001,1305076,DEPOSIT,"자금 이체","2025-04-01T12:09:29.160Z",
2926,880334455004,2781235,DEPOSIT,"보너스 입금","2025-04-01T12:16:42.160Z",
2927,880334455004,1233117,DEPOSIT,"배당금 입금","2025-04-01T12:43:17.160Z",
2928,110456789001,696208,DEPOSIT,"부업 수입","2025-04-01T13:38:03.160Z",
2929,880334455004,2770121,DEPOSIT,"보너스 입금","2025-04-02T00:29:46.160Z",
2930,880334455004,2183820,DEPOSIT,"보너스 입금","2025-04-02T01:08:36.160Z",
2931,210123987002,1823646,DEPOSIT,"보너스 입금","2025-04-02T01:14:56.160Z",
2932,880334455004,2380019,DEPOSIT,"자금 이체","2025-04-02T02:17:21.160Z",
2933,941566778003,12100,WITHDRAWAL,"생활비 출금","2025-04-02T02:26:14.160Z",
2934,941566778003,12100,WITHDRAWAL,"경조사비","2025-04-02T02:30:43.160Z",
2935,941566778003,6050,PAYMENT,"공과금 납부","2025-04-02T02:33:12.160Z",
2936,880334455004,737950,DEPOSIT,"월급 입금","2025-04-02T03:45:53.160Z",
2937,880334455004,2973948,DEPOSIT,"부업 수입","2025-04-02T04:21:21.160Z",
2938,110456789001,208646,PAYMENT,"카드대금 결제","2025-04-02T04:47:03.160Z",
2939,941566778003,6050,PAYMENT,"카드대금 결제","2025-04-02T06:39:56.160Z",
2940,880334455004,460496,DEPOSIT,"월급 입금","2025-04-02T07:13:41.160Z",
2941,880334455004,948775,DEPOSIT,"부업 수입","2025-04-02T07:32:06.160Z",
2942,941566778003,12100,WITHDRAWAL,"의료비 출금","2025-04-02T07:52:21.160Z",
2943,110456789001,150756,PAYMENT,"식비 결제","2025-04-02T08:50:54.160Z",
2944,941566778003,12100,WITHDRAWAL,"생활비 출금","2025-04-02T09:54:16.160Z",
2945,941566778003,6050,PAYMENT,"온라인 쇼핑","2025-04-02T10:13:37.160Z",
2946,941566778003,12100,WITHDRAWAL,"ATM 출금","2025-04-02T10:35:55.160Z",
2947,110456789001,92706,WITHDRAWAL,"의료비 출금","2025-04-02T11:57:40.160Z",
2948,941566778003,6050,PAYMENT,"교통비 결제","2025-04-02T12:20:30.160Z",
2949,110456789001,3171953,DEPOSIT,"배당금 입금","2025-04-02T12:45:11.160Z",
2950,880334455004,1976603,DEPOSIT,"보너스 입금","2025-04-02T13:22:56.160Z",
2951,210123987002,3129586,DEPOSIT,"월급 입금","2025-04-02T13:44:03.160Z",
2952,880334455004,391925,DEPOSIT,"보너스 입금","2025-04-03T00:10:37.160Z",
2953,110456789001,271264,DEPOSIT,"월급 입금","2025-04-03T00:50:12.160Z",
2954,210123987002,3537791,DEPOSIT,"부업 수입","2025-04-03T01:11:29.160Z",
2955,110456789001,383131,PAYMENT,"교통비 결제","2025-04-03T01:40:13.160Z",
2956,110456789001,383933,PAYMENT,"보험료 납부","2025-04-03T01:42:31.160Z",
2957,110456789001,260326,TRANSFER,"월세 이체","2025-04-03T03:25:09.160Z",770123456789
2958,110456789001,3602657,DEPOSIT,"배당금 입금","2025-04-03T04:52:14.160Z",
2959,110456789001,1120999,TRANSFER,"친구에게 송금","2025-04-03T05:04:23.160Z",770123456789
2960,941566778003,13200,WITHDRAWAL,"의료비 출금","2025-04-03T05:23:54.160Z",
2961,110456789001,647268,TRANSFER,"가족 송금","2025-04-03T05:46:38.160Z",770123456789
2962,210123987002,1246962,TRANSFER,"적금 이체","2025-04-03T05:52:31.160Z",660555444333
2963,941566778003,6600,PAYMENT,"온라인 쇼핑","2025-04-03T05:59:07.160Z",
2964,941566778003,6600,PAYMENT,"식비 결제","2025-04-03T06:07:32.160Z",
2965,880334455004,2728440,DEPOSIT,"월급 입금","2025-04-03T06:15:09.160Z",
2966,110456789001,467345,DEPOSIT,"월급 입금","2025-04-03T06:19:33.160Z",
2967,880334455004,3466854,DEPOSIT,"자금 이체","2025-04-03T06:28:10.160Z",
2968,110456789001,219389,WITHDRAWAL,"교육비 출금","2025-04-03T06:34:05.160Z",
2969,210123987002,339533,WITHDRAWAL,"교육비 출금","2025-04-03T06:40:58.160Z",
2970,941566778003,6600,PAYMENT,"카드대금 결제","2025-04-03T07:05:56.160Z",
2971,941566778003,13200,WITHDRAWAL,"ATM 출금","2025-04-03T07:07:03.160Z",
2972,941566778003,13200,WITHDRAWAL,"교육비 출금","2025-04-03T07:45:20.160Z",
2973,110456789001,616134,WITHDRAWAL,"생활비 출금","2025-04-03T07:53:07.160Z",
2974,880334455004,2767789,DEPOSIT,"보너스 입금","2025-04-03T08:39:17.160Z",
2975,110456789001,113954,TRANSFER,"친구에게 송금","2025-04-03T09:45:40.160Z",660555444333
2976,880334455004,3725096,DEPOSIT,"부업 수입","2025-04-03T12:00:33.160Z",
2977,210123987002,118345,WITHDRAWAL,"생활비 출금","2025-04-03T12:28:01.160Z",
2978,210123987002,3934235,DEPOSIT,"배당금 입금","2025-04-04T00:03:49.160Z",
2979,941566778003,7150,PAYMENT,"식비 결제","2025-04-04T01:42:06.160Z",
2980,880334455004,816841,DEPOSIT,"부업 수입","2025-04-04T03:40:19.160Z",
2981,110456789001,496933,WITHDRAWAL,"의료비 출금","2025-04-04T04:07:03.160Z",
2982,210123987002,850939,TRANSFER,"친구에게 송금","2025-04-04T05:37:11.160Z",770123456789
2983,880334455004,1337422,DEPOSIT,"배당금 입금","2025-04-04T05:38:09.160Z",
2984,941566778003,7150,PAYMENT,"통신요금 납부","2025-04-04T05:52:56.160Z",
2985,110456789001,502589,TRANSFER,"적금 이체","2025-04-04T06:11:42.160Z",330111222333
2986,110456789001,96473,WITHDRAWAL,"생활비 출금","2025-04-04T07:25:21.160Z",
2987,941566778003,7150,PAYMENT,"통신요금 납부","2025-04-04T08:05:11.160Z",
2988,110456789001,381419,PAYMENT,"공과금 납부","2025-04-04T08:15:04.160Z",
2989,941566778003,7150,PAYMENT,"교통비 결제","2025-04-04T09:11:56.160Z",
2990,880334455004,2266498,DEPOSIT,"보너스 입금","2025-04-04T09:36:42.160Z",
2991,210123987002,658775,TRANSFER,"적금 이체","2025-04-04T09:59:50.160Z",660555444333
2992,110456789001,43220,PAYMENT,"식비 결제","2025-04-04T11:16:04.160Z",
2993,941566778003,14300,WITHDRAWAL,"ATM 출금","2025-04-04T11:59:19.160Z",
2994,110456789001,444423,WITHDRAWAL,"ATM 출금","2025-04-04T12:14:36.160Z",
2995,941566778003,14300,WITHDRAWAL,"교육비 출금","2025-04-04T13:47:50.160Z",
2996,941566778003,7150,PAYMENT,"식비 결제","2025-04-04T13:54:50.160Z",
2997,880334455004,2576498,DEPOSIT,"배당금 입금","2025-04-05T01:06:51.160Z",
2998,110456789001,174739,PAYMENT,"식비 결제","2025-04-05T01:33:42.160Z",
2999,210123987002,140555,TRANSFER,"월세 이체","2025-04-05T02:17:37.160Z",770123456789
3000,941566778003,12100,WITHDRAWAL,"교육비 출금","2025-04-05T02:23:40.160Z",
3001,210123987002,2428488,DEPOSIT,"부업 수입","2025-04-05T02:51:09.160Z",
3002,110456789001,228003,PAYMENT,"카드대금 결제","2025-04-05T02:57:36.160Z",
3003,110456789001,169940,WITHDRAWAL,"의료비 출금","2025-04-05T03:29:48.160Z",
3004,880334455004,1085360,DEPOSIT,"월급 입금","2025-04-05T03:55:22.160Z",
3005,110456789001,1199564,TRANSFER,"월세 이체","2025-04-05T04:06:16.160Z",660555444333
3006,880334455004,1863335,DEPOSIT,"보너스 입금","2025-04-05T06:21:13.160Z",
3007,941566778003,12100,WITHDRAWAL,"경조사비","2025-04-05T06:22:23.160Z",
3008,110456789001,838894,DEPOSIT,"월급 입금","2025-04-05T06:36:15.160Z",
3009,941566778003,12100,WITHDRAWAL,"경조사비","2025-04-05T08:26:09.160Z",
3010,110456789001,363620,TRANSFER,"가족 송금","2025-04-05T08:41:16.160Z",660555444333
3011,110456789001,1661894,DEPOSIT,"보너스 입금","2025-04-05T09:13:39.160Z",
3012,941566778003,12100,WITHDRAWAL,"ATM 출금","2025-04-05T09:34:18.160Z",
3013,210123987002,52910,TRANSFER,"월세 이체","2025-04-05T10:10:08.160Z",770123456789
3014,941566778003,4235,PAYMENT,"온라인 쇼핑","2025-04-05T10:27:23.160Z",
3015,110456789001,234318,PAYMENT,"온라인 쇼핑","2025-04-05T11:53:51.160Z",
3016,210123987002,1295519,DEPOSIT,"배당금 입금","2025-04-05T13:13:25.160Z",
3017,110456789001,10451,PAYMENT,"공과금 납부","2025-04-05T13:38:18.160Z",
3018,941566778003,2695,PAYMENT,"카드대금 결제","2025-04-06T02:06:37.160Z",
3019,210123987002,341218,TRANSFER,"월세 이체","2025-04-06T03:12:24.160Z",770123456789
3020,880334455004,210006,DEPOSIT,"자금 이체","2025-04-06T03:15:19.160Z",
3021,941566778003,7700,WITHDRAWAL,"의료비 출금","2025-04-06T03:42:08.160Z",
3022,880334455004,2250134,DEPOSIT,"월급 입금","2025-04-06T04:17:42.160Z",
3023,880334455004,2243167,DEPOSIT,"자금 이체","2025-04-06T07:02:37.160Z",
3024,941566778003,7700,WITHDRAWAL,"의료비 출금","2025-04-06T09:31:14.160Z",
3025,880334455004,2013175,DEPOSIT,"배당금 입금","2025-04-06T09:49:02.160Z",
3026,880334455004,1811260,DEPOSIT,"보너스 입금","2025-04-06T09:52:53.160Z",
3027,110456789001,84563,PAYMENT,"교통비 결제","2025-04-06T10:25:15.160Z",
3028,941566778003,7700,WITHDRAWAL,"생활비 출금","2025-04-06T10:37:03.160Z",
3029,110456789001,141301,PAYMENT,"통신요금 납부","2025-04-06T11:30:31.160Z",
3030,941566778003,7700,WITHDRAWAL,"교육비 출금","2025-04-06T11:47:43.160Z",
3031,941566778003,7700,WITHDRAWAL,"ATM 출금","2025-04-06T11:54:41.160Z",
3032,941566778003,2695,PAYMENT,"식비 결제","2025-04-06T12:47:21.160Z",
3033,210123987002,418538,TRANSFER,"적금 이체","2025-04-06T13:04:22.160Z",330111222333
3034,110456789001,2266698,DEPOSIT,"보너스 입금","2025-04-07T00:19:32.160Z",
3035,110456789001,169586,WITHDRAWAL,"생활비 출금","2025-04-07T00:38:32.160Z",
3036,941566778003,5500,PAYMENT,"온라인 쇼핑","2025-04-07T01:49:38.160Z",
3037,880334455004,145610,DEPOSIT,"부업 수입","2025-04-07T02:09:22.160Z",
3038,941566778003,11000,WITHDRAWAL,"경조사비","2025-04-07T02:17:35.160Z",
3039,880334455004,2441848,DEPOSIT,"자금 이체","2025-04-07T04:20:48.160Z",
3040,110456789001,553086,TRANSFER,"가족 송금","2025-04-07T05:06:26.160Z",770123456789
3041,110456789001,110973,WITHDRAWAL,"ATM 출금","2025-04-07T05:33:50.160Z",
3042,880334455004,3238522,DEPOSIT,"부업 수입","2025-04-07T07:27:45.160Z",
3043,210123987002,993213,TRANSFER,"대출이자 납부","2025-04-07T07:34:50.160Z",550987654321
3044,941566778003,11000,WITHDRAWAL,"ATM 출금","2025-04-07T08:49:22.160Z",
3045,941566778003,5500,PAYMENT,"통신요금 납부","2025-04-07T11:31:24.160Z",
3046,941566778003,5500,PAYMENT,"카드대금 결제","2025-04-07T11:37:55.160Z",
3047,941566778003,5500,PAYMENT,"통신요금 납부","2025-04-07T11:38:27.160Z",
3048,941566778003,5500,PAYMENT,"식비 결제","2025-04-07T13:47:12.160Z",
3049,941566778003,5500,PAYMENT,"통신요금 납부","2025-04-07T13:52:27.160Z",
3050,880334455004,810736,DEPOSIT,"보너스 입금","2025-04-08T01:34:56.160Z",
3051,210123987002,648777,TRANSFER,"적금 이체","2025-04-08T02:44:11.160Z",330111222333
3052,941566778003,11000,WITHDRAWAL,"교육비 출금","2025-04-08T03:32:36.160Z",
3053,941566778003,5500,PAYMENT,"카드대금 결제","2025-04-08T03:41:18.160Z",
3054,941566778003,11000,WITHDRAWAL,"경조사비","2025-04-08T03:48:06.160Z",
3055,210123987002,199214,TRANSFER,"친구에게 송금","2025-04-08T04:35:25.160Z",550987654321
3056,880334455004,1266468,DEPOSIT,"부업 수입","2025-04-08T04:46:34.160Z",
3057,880334455004,1467147,DEPOSIT,"배당금 입금","2025-04-08T04:50:32.160Z",
3058,880334455004,2219339,DEPOSIT,"보너스 입금","2025-04-08T05:53:46.160Z",
3059,941566778003,11000,WITHDRAWAL,"의료비 출금","2025-04-08T07:15:07.160Z",
3060,941566778003,11000,WITHDRAWAL,"교육비 출금","2025-04-08T07:33:02.160Z",
3061,210123987002,99180,WITHDRAWAL,"의료비 출금","2025-04-08T07:41:07.160Z",
3062,210123987002,582033,TRANSFER,"친구에게 송금","2025-04-08T08:18:14.160Z",550987654321
3063,941566778003,11000,WITHDRAWAL,"ATM 출금","2025-04-08T09:14:53.160Z",
3064,210123987002,357820,WITHDRAWAL,"경조사비","2025-04-08T11:00:54.160Z",
3065,210123987002,264551,TRANSFER,"가족 송금","2025-04-08T12:25:08.160Z",330111222333
3066,110456789001,694149,TRANSFER,"월세 이체","2025-04-08T12:45:48.160Z",330111222333
3067,210123987002,311752,WITHDRAWAL,"교육비 출금","2025-04-08T12:52:35.160Z",
3068,110456789001,1073297,TRANSFER,"적금 이체","2025-04-08T13:06:23.160Z",330111222333
3069,210123987002,308415,TRANSFER,"월세 이체","2025-04-08T13:16:30.160Z",660555444333
3070,941566778003,11000,WITHDRAWAL,"교육비 출금","2025-04-08T13:23:11.160Z",
3071,210123987002,575252,TRANSFER,"월세 이체","2025-04-08T13:24:46.160Z",660555444333
3072,880334455004,793832,DEPOSIT,"보너스 입금","2025-04-09T00:36:54.160Z",
3073,941566778003,6050,PAYMENT,"공과금 납부","2025-04-09T00:52:13.160Z",
3074,110456789001,707988,TRANSFER,"대출이자 납부","2025-04-09T01:38:03.160Z",660555444333
3075,210123987002,944707,TRANSFER,"친구에게 송금","2025-04-09T03:00:50.160Z",550987654321
3076,941566778003,6050,PAYMENT,"식비 결제","2025-04-09T04:10:21.160Z",
3077,941566778003,12100,WITHDRAWAL,"ATM 출금","2025-04-09T04:33:54.160Z",
3078,941566778003,12100,WITHDRAWAL,"의료비 출금","2025-04-09T04:47:38.160Z",
3079,880334455004,81656,DEPOSIT,"보너스 입금","2025-04-09T04:51:16.160Z",
3080,210123987002,3044657,DEPOSIT,"월급 입금","2025-04-09T05:17:09.160Z",
3081,210123987002,681622,TRANSFER,"가족 송금","2025-04-09T05:22:15.160Z",330111222333
3082,110456789001,142632,PAYMENT,"카드대금 결제","2025-04-09T05:55:17.160Z",
3083,210123987002,281736,DEPOSIT,"배당금 입금","2025-04-09T06:49:14.160Z",
3084,210123987002,987664,TRANSFER,"가족 송금","2025-04-09T07:05:10.160Z",770123456789
3085,110456789001,297100,WITHDRAWAL,"의료비 출금","2025-04-09T07:16:19.160Z",
3086,210123987002,301439,TRANSFER,"친구에게 송금","2025-04-09T09:55:55.160Z",770123456789
3087,110456789001,384510,TRANSFER,"대출이자 납부","2025-04-09T12:33:24.160Z",770123456789
3088,210123987002,166971,WITHDRAWAL,"의료비 출금","2025-04-09T13:12:37.160Z",
3089,880334455004,3565910,DEPOSIT,"자금 이체","2025-04-09T13:30:42.160Z",
3090,880334455004,1586753,DEPOSIT,"자금 이체","2025-04-09T13:51:54.160Z",
3091,880334455004,3829877,DEPOSIT,"자금 이체","2025-04-10T00:07:24.160Z",
3092,941566778003,6600,PAYMENT,"카드대금 결제","2025-04-10T00:19:24.160Z",
3093,210123987002,178352,TRANSFER,"적금 이체","2025-04-10T00:32:55.160Z",330111222333
3094,880334455004,2304382,DEPOSIT,"부업 수입","2025-04-10T01:17:52.160Z",
3095,941566778003,6600,PAYMENT,"교통비 결제","2025-04-10T01:53:06.160Z",
3096,941566778003,6600,PAYMENT,"교통비 결제","2025-04-10T02:46:06.160Z",
3097,880334455004,1843492,DEPOSIT,"배당금 입금","2025-04-10T03:01:50.160Z",
3098,110456789001,693405,DEPOSIT,"배당금 입금","2025-04-10T03:22:50.160Z",
3099,941566778003,13200,WITHDRAWAL,"생활비 출금","2025-04-10T03:43:57.160Z",
3100,210123987002,3354896,DEPOSIT,"보너스 입금","2025-04-10T05:23:47.160Z",
3101,210123987002,2943507,DEPOSIT,"자금 이체","2025-04-10T05:29:00.160Z",
3102,941566778003,13200,WITHDRAWAL,"경조사비","2025-04-10T06:10:00.160Z",
3103,880334455004,2700016,DEPOSIT,"부업 수입","2025-04-10T07:30:49.160Z",
3104,880334455004,2193581,DEPOSIT,"보너스 입금","2025-04-10T09:32:18.160Z",
3105,210123987002,1291154,DEPOSIT,"부업 수입","2025-04-10T09:44:33.160Z",
3106,941566778003,13200,WITHDRAWAL,"경조사비","2025-04-10T10:06:36.160Z",
3107,941566778003,13200,WITHDRAWAL,"생활비 출금","2025-04-10T10:22:13.160Z",
3108,880334455004,858932,DEPOSIT,"보너스 입금","2025-04-10T10:30:10.160Z",
3109,110456789001,381323,PAYMENT,"통신요금 납부","2025-04-10T10:40:43.160Z",
3110,210123987002,35370,WITHDRAWAL,"ATM 출금","2025-04-10T11:04:51.160Z",
3111,110456789001,201858,TRANSFER,"대출이자 납부","2025-04-10T11:10:55.160Z",770123456789
